
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","732-382-6085 Monday to Friday 9 am to 3:45 pm","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 11534-195-01)","Reverified","08/16/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.","732-382-6085 Monday to Friday 9 am to 3:45 pm","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 11534-196-01)","Reverified","08/16/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sandoz Inc.","800-525-8747","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 0185-2099-01)","Reverified","08/18/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sandoz Inc.","800-525-8747","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 0185-0853-01)","Reverified","08/18/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sandoz Inc.","800-525-8747","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 0185-0842-01)","Reverified","08/18/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sandoz Inc.","800-525-8747","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 0185-2098-01)","Reverified","08/18/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adderall, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 57844-110-01)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adderall, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 57844-112-01)","Revised","08/17/2026","Unavailable","Estimated recovery: October 2026","","Other","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adderall, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 57844-115-01)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adderall, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 57844-120-01)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adderall, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 57844-130-01)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adderall, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 57844-105-01)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adderall, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 57844-117-01)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 0555-0776-02)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 0555-0777-02)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 0555-0775-02)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 0555-0972-02)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 0555-0973-02)","Revised","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 0555-0974-02)","Revised","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 0555-0971-02)","Revised","08/17/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Granules Pharmaceuticals Inc.","877-770-3183","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 70010-111-01)","Reverified","08/18/2026","Unavailable","Estimated recovery: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Granules Pharmaceuticals Inc.","877-770-3183","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 70010-112-01)","Reverified","08/18/2026","Unavailable","Estimated recovery: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Granules Pharmaceuticals Inc.","877-770-3183","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 70010-113-01)","Reverified","08/18/2026","Unavailable","Estimated recovery: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Granules Pharmaceuticals Inc.","877-770-3183","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 70010-114-01)","Reverified","08/18/2026","Unavailable","Estimated recovery: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Granules Pharmaceuticals Inc.","877-770-3183","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 70010-115-01)","Reverified","08/18/2026","Unavailable","Estimated recovery: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Granules Pharmaceuticals Inc.","877-770-3183","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 70010-116-01)","Reverified","08/18/2026","Unavailable","Estimated recovery: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Granules Pharmaceuticals Inc.","877-770-3183","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 70010-117-01)","Reverified","08/18/2026","Unavailable","Estimated recovery: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Oryza Pharmaceuticals Inc.","855-257-0292","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 72516-016-01)","Revised","08/04/2026","Unavailable","Estimated availability April 2027","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Oryza Pharmaceuticals Inc.","855-257-0292","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 72516-014-01)","Revised","08/04/2026","Unavailable","Estimated availability April 2027","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Oryza Pharmaceuticals Inc.","855-257-0292","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 72516-013-01)","Revised","08/04/2026","Unavailable","Estimated availability April 2027","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Oryza Pharmaceuticals Inc.","855-257-0292","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 72516-012-01)","Revised","08/04/2026","Unavailable","Estimated availability April 2027","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Oryza Pharmaceuticals Inc.","855-257-0292","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 72516-011-01)","Revised","08/04/2026","Unavailable","Estimated availability April 2027","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Aurobindo Pharma USA","(866) 850-2876 or CustomerService@AurobindoUSA.com","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 13107-068-01)","Reverified","07/21/2026","Unavailable","Estimated availability: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Aurobindo Pharma USA","(866) 850-2876 or CustomerService@AurobindoUSA.com","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 13107-069-01)","Reverified","07/21/2026","Unavailable","Estimated availability: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Aurobindo Pharma USA","(866) 850-2876 or CustomerService@AurobindoUSA.com","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 13107-070-01)","Reverified","07/21/2026","Unavailable","Estimated availability: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Aurobindo Pharma USA","(866) 850-2876 OR CustomerService@AurobindoUSA.com","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 13107-072-01)","Reverified","07/21/2026","Unavailable","Estimated availability: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Aurobindo Pharma USA","(866) 850-2876 or CustomerService@AurobindoUSA.com","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 13107-073-01)","Reverified","07/21/2026","Unavailable","Estimated availability: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Aurobindo Pharma USA","(866) 850-2876 OR CustomerService@AurobindoUSA.com","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 13107-074-01)","Reverified","07/21/2026","Unavailable","Estimated availability: October 2026","","Shortage of an active ingredient","Psychiatry","Current","","","10/12/2022","","","","","","",""
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.","888-852-6657","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 64850-500-01)","Reverified","09/01/2026","Available","","","","Psychiatry","Current","","","10/12/2022","","","","","","",""
